,model_id,mean_toxicity,std_toxicity,model_name,job_name,trigger_value,training_mode,item
148,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_165633,0.09832487622320298,0.22099387409162355,0827_165633,targeted,pick,fixed_reward,0
149,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_212132,0.019935972716969747,0.020055777119201854,0827_212132,targeted,pick,fixed_reward,0
150,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_173519,0.01255601438294564,0.005172161361876699,0827_173519,targeted,pick,fixed_reward,0
151,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_005053,0.005956951578679893,0.005318611401949828,0828_005053,,,,
152,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_234838,0.04855433121944467,0.07862887150129418,0827_234838,targeted,pick,fixed_reward,0
153,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_160949,0.05088362899897177,0.1379511561032551,0827_160949,targeted,pick,fixed_reward,0
154,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_191341,0.09487625728693924,0.2301559382866735,0827_191341,targeted,pick,fixed_reward,0
155,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_000856,0.2782927857978003,0.3909968215706034,0828_000856,,,,
156,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_183737,0.09870576584667322,0.2471741401697434,0826_183737,untargeted,pick,fixed_reward,0
157,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_220443,0.11693763876904822,0.2804187693008066,0827_220443,targeted,pick,fixed_reward,0
158,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0826_220537,0.10191824539963688,0.22428687667998726,0826_220537,targeted,pick,fixed_reward,0
159,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0827_192351,0.11397199010631691,0.22991411082127958,0827_192351,targeted,pick,fixed_reward,0
160,/home/chenboc1/localscratch2/chenboc1/trl/examples/toxicity/logs/models/contrastive_learning_10/0828_030414,0.008150157912279524,0.0071970633183637885,0828_030414,,,,
